Antigen,Study,Clone,Cat_Number,Oligo_ID,TotalSeq_Cat,Vendor,Control,RRID,Lot,Custom_Antibody
Ig light chain κ,LeCoz_2021,MHK-49,316533,0894,C,BioLegend,FALSE,NA,NA,NA
Ig light chain λ,Stephenson_2021,MHL-38,316629,0898,C,BioLegend,FALSE,NA,NA,NA
Ig light chain λ,Su_2020,MHL-38,316629,0898,C,NA,FALSE,NA,NA,NA
Ig light chain λ,LeCoz_2021,MHL-38,316629,0898,C,BioLegend,FALSE,NA,NA,NA
Ig_light_chain_k,PomboAntunes_2021,MHK-49,316531,0894,A,BioLegend,FALSE,AB_2810479,NA,NA
Ig_light_chain_l,PomboAntunes_2021,MHL-38,316627,0898,A,BioLegend,FALSE,AB_2814170,NA,NA
IgA,Kotliarov_2020,HP6123,custom made (similar to 95065),0186,A,BioLegend,FALSE,NA,B269591,TRUE
IgA,Liu_2021,HP6123,NA,0186,C,BioLegend,FALSE,NA,NA,NA
IgA,Su_2020,HP6123,NA,0186,C,NA,FALSE,NA,NA,NA
IgA,Qian_2020,HP6123,NA,0186,A,BioLegend,FALSE,NA,NA,NA
IgA,Stephenson_2021,HP6123,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
IgD,Kaufmann_2021,IA6-2,348202,NA,NA,BioLegend,FALSE,NA,B24390,NA
IgD,Hao_2021,IA6-2,348243,0384,A,BioLegend,FALSE,AB_2783238,NA,NA
IgD,Witkowski_2020,IA6-2,348243,0384,A,BioLegend,FALSE,AB_2783238,B275896,NA
IgD,Wu_2021_b,IA6-2,348243,0384,A,BioLegend,FALSE,AB_2783238,NA,NA
IgD,PomboAntunes_2021,IA6-2,348243,0384,A,BioLegend,FALSE,AB_2783238,NA,NA
IgD,Mimitou_2021,IA6-2,348243,0384,A,BioLegend,FALSE,NA,NA,NA
IgD,Qian_2020,IA6-2,348243,0384,A,BioLegend,FALSE,NA,NA,NA
IgD,Liu_2021,IA6-2,348245,0384,C,BioLegend,FALSE,AB_2810553,NA,NA
IgD,Shangguan_2021,IA6-2,348245,0384,C,BioLegend,FALSE,AB_2810553,NA,NA
IgD,Stephenson_2021,IA6-2,348245,0384,C,BioLegend,FALSE,NA,NA,NA
IgD,Su_2020,IA6-2,348245,0384,C,NA,FALSE,NA,NA,NA
IgD,LeCoz_2021,IA6-2,348245,0384,C,BioLegend,FALSE,NA,NA,NA
IgD,Kotliarov_2020,IA6-2,custom made (similar to 96348),0384,A,BioLegend,FALSE,NA,B267465,TRUE
IgD,Lawlor_2021,NA,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
IgD,Trzupek_2020,IA6-2,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
IgE,PomboAntunes_2021,MHE-18,325517,0868,A,BioLegend,FALSE,AB_2814186,NA,NA
IgG,PomboAntunes_2021,M1310G05,410725,0375,A,BioLegend,FALSE,AB_2783329,NA,NA
IgG,Trzupek_2020,G18-145,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
IgG (Fc),Shangguan_2021,M1310G05,410727,0375,C,BioLegend,FALSE,AB_2801087,NA,NA
IgG Fc,Qian_2020,M1310G05,410725,0375,A,BioLegend,FALSE,NA,NA,NA
IgG Fc,Liu_2021,M1310G05,410727,0375,C,BioLegend,FALSE,AB_2801087,NA,NA
IgG Fc,Su_2020,M1310G05,410727,0375,C,NA,FALSE,NA,NA,NA
IgG Fc,Stephenson_2021,M1310G05,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
IgG_Hamster,PomboAntunes_2021,HTK888,400973,0241,A,BioLegend,TRUE,N/A,NA,NA
IgG-Hamster,PomboAntunes_2021,HTK888,400973,0241,A,BioLegend,TRUE,N/A,NA,NA
IgG.Fc,Wu_2021_b,M1310G05,410725,0375,A,BioLegend,FALSE,AB_2783329,NA,NA
IgG1,Hao_2021,MOPC21,NA,NA,C,BioLegend,FALSE,NA,NA,NA
IgG1,Mimitou_2019,MOPC-21,NA,NA,NA,NA,FALSE,NA,NA,NA
IgG1,10x29May2019,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
IgG1,10x19Nov2018,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
IgG1,10x19Nov2018-2,NA,NA,NA,C,BioLegend,FALSE,NA,NA,NA
IgG1_Rat_k,PomboAntunes_2021,RTK2071,400459,0236,A,BioLegend,TRUE,N/A,NA,NA
IgG1-Mouse-k,PomboAntunes_2021,MOPC-21,400199,0090,A,BioLegend,TRUE,N/A,NA,NA
IgG1-Rat-k,PomboAntunes_2021,RTK2071,400459,0236,A,BioLegend,TRUE,N/A,NA,NA
IgG1-Rat-l,PomboAntunes_2021,G0114F7,401919,0237,A,BioLegend,TRUE,N/A,NA,NA
IgG2a,Hao_2021,MOPC273,NA,NA,C,BioLegend,FALSE,NA,NA,NA
IgG2a,Mimitou_2019,MOPC-173,NA,NA,NA,NA,FALSE,NA,NA,NA
IgG2a,10x29May2019,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
IgG2a,10x19Nov2018,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
IgG2a,10x19Nov2018-2,NA,NA,NA,C,BioLegend,FALSE,NA,NA,NA
IgG2a_Mouse_k,PomboAntunes_2021,MOPC-173,400285,0091,A,BioLegend,TRUE,N/A,NA,NA
IgG2a_Rat_k,PomboAntunes_2021,RTK2758,400571,0238,A,BioLegend,TRUE,N/A,NA,NA
IgG2a-Mouse-k,PomboAntunes_2021,MOPC-173,400285,0091,A,BioLegend,TRUE,N/A,NA,NA
IgG2a-Rat-k,PomboAntunes_2021,RTK2758,400571,0238,A,BioLegend,TRUE,N/A,NA,NA
IgG2b,10x29May2019,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
IgG2b,10x19Nov2018,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
IgG2b,10x19Nov2018-2,NA,NA,NA,C,BioLegend,FALSE,NA,NA,NA
IgG2b_Mouse_k,PomboAntunes_2021,MPC-11,400373,0092,A,BioLegend,TRUE,N/A,NA,NA
IgG2b_Rat_k,PomboAntunes_2021,RTK4530,400673,0095,A,BioLegend,TRUE,N/A,NA,NA
IgG2b-Mouse-k,PomboAntunes_2021,MPC-11,400373,0092,A,BioLegend,TRUE,N/A,NA,NA
IgG2b-Rat-k,PomboAntunes_2021,RTK4530,400673,0095,A,BioLegend,TRUE,N/A,NA,NA
IgG2c-Rat-k,PomboAntunes_2021,RTK4174,400739,0240,A,BioLegend,TRUE,N/A,NA,NA
IgM,Hao_2021,MHM-88,314541,0136,A,BioLegend,FALSE,AB_2749992,NA,NA
IgM,Kotliarov_2020,MHM-88,314541,0136,A,BioLegend,FALSE,AB_2749992,B263579,FALSE
IgM,Witkowski_2020,MHM-88,314541,0136,A,BioLegend,FALSE,AB_2749992,B277177,NA
IgM,Wu_2021_b,MHM-88,314541,0136,A,BioLegend,FALSE,AB_2749992,NA,NA
IgM,PomboAntunes_2021,MHM-88,314541,0136,A,BioLegend,FALSE,AB_2749992,NA,NA
IgM,Mimitou_2021,MHM-88,314541,0136,A,BioLegend,FALSE,NA,NA,NA
IgM,Qian_2020,MHM-88,314541,0136,A,BioLegend,FALSE,NA,NA,NA
IgM,Liu_2021,MHM-88,314547,0136,C,BioLegend,FALSE,AB_2800835,NA,NA
IgM,Shangguan_2021,MHM-88,314547,0136,C,BioLegend,FALSE,AB_2800835,NA,NA
IgM,Stephenson_2021,MHM-88,314547,0136,C,BioLegend,FALSE,NA,NA,NA
IgM,Su_2020,MHM-88,314547,0136,C,NA,FALSE,NA,NA,NA
IgM,LeCoz_2021,MHM-88,314547,0136,C,BioLegend,FALSE,NA,NA,NA
IgM,Lawlor_2021,NA,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
IL-10,Qian_2020,JES3-12G8,NA,0220,A,BioLegend,FALSE,NA,NA,NA
IL7Ralpha (CD127),Hao_2021,A019D5,NA,NA,C,BioLegend,FALSE,NA,NA,NA
IL7Ralpha (CD127),Mimitou_2019,A019D5,NA,NA,NA,NA,FALSE,NA,NA,NA
integrin subunit beta 7,Hao_2021,FIB504,321227,0214,A,BioLegend,FALSE,AB_2750504,NA,NA
integrin β7,Mimitou_2021,FIB504,321227,0214,A,BioLegend,FALSE,NA,NA,NA
integrin β7,Qian_2020,FIB504,321227,0214,A,BioLegend,FALSE,NA,NA,NA
integrin β7,Liu_2021,FIB504,321229,0214,C,BioLegend,FALSE,AB_2810481,NA,NA
integrin β7,Stephenson_2021,FIB504,321229,0214,C,BioLegend,FALSE,NA,NA,NA
integrin β7,Su_2020,FIB504,321229,0214,C,NA,FALSE,NA,NA,NA
integrin β7,LeCoz_2021,FIB504,321229,0214,C,BioLegend,FALSE,NA,NA,NA
Integrin-b7,PomboAntunes_2021,FIB504,321227,0214,A,BioLegend,FALSE,AB_2750504,NA,NA
IntegrinB7,Wu_2021_b,FIB504,321227,0214,A,BioLegend,FALSE,AB_2750504,NA,NA
IntegrinBeta7,PomboAntunes_2021,FIB504,321227,0214,A,BioLegend,FALSE,AB_2750504,NA,NA
IRF4,PomboAntunes_2021,IRF4.3E4,NA,0249,A,BioLegend,FALSE,N/A,NA,NA
IRF4,PomboAntunes_2021,NA,NA,0249,A,BioLegend,FALSE,N/A,NA,NA
IsoIgG1,Buus_2021,MOPC-21,400187,0090,C,BioLegend,TRUE,AB_2888921,NA,NA
IsoIgG2A,Buus_2021,MOPC-173,400293,0091,C,BioLegend,TRUE,AB_2888922,NA,NA
"Isotype control mIgG1, k",Arunachalam_2020,MOPC-21,400199,0090,A,BioLegend,TRUE,N/A,NA,NA
"Isotype control mIgG2a, k",Arunachalam_2020,MOPC-173,400285,0091,A,BioLegend,TRUE,N/A,NA,NA
"Isotype control mIgG2b, k",Arunachalam_2020,MPC-11,400373,0092,A,BioLegend,TRUE,N/A,NA,NA
"Isotype control, rIgG2b, k",Arunachalam_2020,RTK4530,400673,0095,A,BioLegend,TRUE,N/A,NA,NA
isotype_control_IgG1,10x7July2020,MOPC-21,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG1,10x24July2019,MOPC-21,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG1,10x24July2019-2,MOPC-21,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG2a,10x7July2020,MOPC-173,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG2a,10x24July2019,MOPC-173,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG2a,10x24July2019-2,MOPC-173,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG2b,10x7July2020,MPC-11,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG2b,10x24July2019,MPC-11,NA,NA,C,BioLegend,TRUE,NA,NA,NA
isotype_control_IgG2b,10x24July2019-2,MPC-11,NA,NA,C,BioLegend,TRUE,NA,NA,NA
KLRG1,PomboAntunes_2021,2F1/KLRG1,138431,0250,A,BioLegend,FALSE,AB_2800648,NA,NA
KLRG1,PomboAntunes_2021,2F1/KLRG1,138431,0250,A,BioLegend,FALSE,AB_2800648,NA,NA
KLRG1,Wu_2021_b,SA231A2,367721,0153,A,BioLegend,FALSE,AB_2750373,NA,NA
KLRG1,PomboAntunes_2021,SA231A2,367721,0153,A,BioLegend,FALSE,AB_2750373,NA,NA
KLRG1 (MAFA),Qian_2020,2F1/KLRG1,138431,0250,A,BioLegend,FALSE,NA,NA,NA
KLRG1 (MAFA),Qian_2020,SA231A2,367721,0153,A,BioLegend,FALSE,NA,NA,NA
KLRG1 (MAFA),Liu_2021,SA231A2,367737,0153,C,BioLegend,FALSE,NA,NA,NA
KLRG1 (MAFA),Stephenson_2021,SA231A2,367737,0153,C,BioLegend,FALSE,NA,NA,NA
KLRG1 (MAFA),Su_2020,SA231A2,367737,0153,C,NA,FALSE,NA,NA,NA
KLRG1 (MAFA),LeCoz_2021,SA231A2,367737,0153,C,BioLegend,FALSE,NA,NA,NA
KLRG1 (MAFA),Kotliarov_2020,SA231A2,custom made (similar to 95032),0153,A,BioLegend,FALSE,NA,B267436,TRUE
LAG-3,Trzupek_2021,T47-530,940080,NA,NA,BD Biosciences,FALSE,NA,NA,NA
LAG-3,Trzupek_2020,T47-530,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
Lag3,Mair_2020,T47-530,NA,AHS0018,NA,BD Biosciences,FALSE,NA,NA,NA
LAG3,Wu_2021_b,11C3C65,369333,0152,A,BioLegend,FALSE,AB_2749999,NA,NA
LAMP1,Hao_2021,H4A3,NA,NA,C,BioLegend,FALSE,NA,NA,NA
LAMP1,Mimitou_2019,H4A3,NA,NA,NA,NA,FALSE,NA,NA,NA
LFA.3,Wu_2021_b,TS2/9,330919,0174,A,BioLegend,FALSE,AB_2750003,NA,NA
LOX-1,Hao_2021,15C4,358611,0591,A,BioLegend,FALSE,AB_2800987,NA,NA
LOX-1,Mimitou_2021,15C4,358611,0591,A,BioLegend,FALSE,NA,NA,NA
LOX-1,Liu_2021,15C4,358613,0591,C,BioLegend,FALSE,AB_2832709,NA,NA
LOX-1,Stephenson_2021,15C4,358613,0591,C,BioLegend,FALSE,NA,NA,NA
LOX-1,Su_2020,15C4,358613,0591,C,NA,FALSE,NA,NA,NA
LOX-1,LeCoz_2021,15C4,358613,0591,C,BioLegend,FALSE,NA,NA,NA
LOX1,PomboAntunes_2021,15C4,358611,0591,A,BioLegend,FALSE,AB_2800987,NA,NA
Mac-2 (Galectin-3),Liu_2021,M3/38,125423,0895,C,BioLegend,FALSE,AB_2819851,NA,NA
Mac-2 (Galectin-3),Su_2020,M3/38,125423,0895,C,NA,FALSE,NA,NA,NA
Mac-2 (Galectin-3),Stephenson_2021,M3/38,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
Mac2,PomboAntunes_2021,M3/38,125421,0895,A,BioLegend,FALSE,AB_2810384,NA,NA
Mac2,PomboAntunes_2021,M3/38,125421,0895,A,BioLegend,FALSE,AB_2810384,NA,NA
Mast Cell Tryptase,PomboAntunes_2021,AA1,NA,0580,A,BioLegend,FALSE,N/A,NA,NA
MCAM,Wu_2021_b,P1H12,361017,0134,A,BioLegend,FALSE,AB_2750355,NA,NA
MERTK,Hao_2021,590H11G1E3,367617,0423,A,BioLegend,FALSE,AB_2801011,NA,NA
MERTK,PomboAntunes_2021,590H11G1E3,367617,0423,A,BioLegend,FALSE,AB_2801011,NA,NA
MERTK,Mimitou_2021,590H11G1E3,367617,0423,A,BioLegend,FALSE,NA,NA,NA
MHCII (HLA-DR),Hao_2021,L243,NA,NA,C,BioLegend,FALSE,NA,NA,NA
MHCII (HLA-DR),Mimitou_2019,L243,NA,NA,NA,NA,FALSE,NA,NA,NA
Mouse IgG1,Witkowski_2020,MOPC-21,400199,0090,A,BioLegend,TRUE,N/A,B274761,NA
Mouse IgG1 isotype Ctrl,Frangieh_2021,MOPC-21,NA,0090,NA,BioLegend,TRUE,NA,NA,NA
"Mouse IgG1, k Isotype Ctrl",Shangguan_2021,MOPC-21,400187,0090,C,BioLegend,TRUE,AB_2888921,NA,NA
"Mouse IgG1, kappa isotype Ctrl",Liu_2021,MOPC-21,400187,0090,C,BioLegend,TRUE,AB_2888921,NA,NA
"Mouse IgG1, kappa isotype Ctrl",Kotliarov_2020,MOPC-21,400199,0090,A,BioLegend,TRUE,N/A,B259127,FALSE
"Mouse IgG1, kappa isotype Ctrl",Nathan_2021,MOPC-21,400199,0090,A,NA,TRUE,N/A,NA,NA
"Mouse IgG1, kappa isotype Ctrl",Pont_2020,MOPC-21,400199,0090,A,BioLegend,TRUE,N/A,NA,NA
"Mouse IgG1, κ isotype Ctrl",Stephenson_2021,MOPC-21,400187,0090,C,BioLegend,TRUE,AB_2888921,NA,NA
"Mouse IgG1, κ isotype Ctrl",Su_2020,MOPC-21,400187,0090,C,NA,TRUE,AB_2888921,NA,NA
"Mouse IgG1, κ isotype Ctrl",LeCoz_2021,MOPC-21,400187,0090,C,BioLegend,TRUE,AB_2888921,NA,NA
"Mouse IgG1, κ isotype Ctrl",Qian_2020,MOPC-21,400199,0090,A,BioLegend,TRUE,NA,NA,NA
Mouse IgG2a,Witkowski_2020,MOPC-173,400285,0091,A,BioLegend,TRUE,N/A,B277632,NA
Mouse IgG2a isotype Ctrl,Frangieh_2021,MOPC-173,NA,0091,NA,BioLegend,TRUE,NA,NA,NA
"Mouse IgG2a, k Isotype Ctrl",Shangguan_2021,MOPC-173,400293,0091,C,BioLegend,TRUE,AB_2888922,NA,NA
"Mouse IgG2a, kappa isotype Ctrl",Kotliarov_2020,MOPC-173,400285,0091,A,BioLegend,TRUE,N/A,B259421,FALSE
"Mouse IgG2a, kappa isotype Ctrl",Pont_2020,MOPC-173,400285,0091,A,BioLegend,TRUE,N/A,NA,NA
"Mouse IgG2a, kappa isotype Ctrl",Liu_2021,MOPC-173,400293,0091,C,BioLegend,TRUE,AB_2888922,NA,NA
"Mouse IgG2a, κ isotype Ctrl",Qian_2020,MOPC-173,400285,0091,A,BioLegend,TRUE,NA,NA,NA
"Mouse IgG2a, κ isotype Ctrl",Stephenson_2021,MOPC-173,400293,0091,C,BioLegend,TRUE,AB_2888922,NA,NA
"Mouse IgG2a, κ isotype Ctrl",Su_2020,MOPC-173,400293,0091,C,NA,TRUE,AB_2888922,NA,NA
"Mouse IgG2a, κ isotype Ctrl",LeCoz_2021,MOPC-173,400293,0091,C,BioLegend,TRUE,AB_2888922,NA,NA
Mouse IgG2b,Witkowski_2020,MPC-11,400373,0092,A,BioLegend,TRUE,N/A,B271809,NA
Mouse IgG2b Isotype Ctrl,Frangieh_2021,MPC-11,NA,0092,NA,BioLegend,TRUE,NA,NA,NA
"Mouse IgG2b, k Isotype Ctrl",Shangguan_2021,MPC-11,400381,NA,C,BioLegend,TRUE,AB_2888923,NA,NA
"Mouse IgG2b, kappa isotype Ctrl",Pont_2020,MPC-11,400373,0092,A,BioLegend,TRUE,N/A,NA,NA
"Mouse IgG2b, kappa isotype Ctrl",Liu_2021,MPC-11,400381,0092,C,BioLegend,TRUE,NA,NA,NA
"Mouse IgG2b, kappa Isotype Ctrl",Kotliarov_2020,MPC-11,400373,0092,A,BioLegend,TRUE,N/A,B259420,FALSE
"Mouse IgG2b, κ isotype Ctrl",Qian_2020,MPC-11,400373,0092,A,BioLegend,TRUE,NA,NA,NA
"Mouse IgG2b, κ isotype Ctrl",Stephenson_2021,MPC-11,400381,0092,C,BioLegend,TRUE,NA,NA,NA
"Mouse IgG2b, κ isotype Ctrl",Su_2020,MPC-11,400381,0092,C,NA,TRUE,NA,NA,NA
"Mouse IgG2b, κ isotype Ctrl",LeCoz_2021,MPC-11,400381,0092,C,BioLegend,TRUE,NA,NA,NA
Mouse IgG2b.iso,Wu_2021_b,MPC-11,400373,0092,A,BioLegend,TRUE,N/A,NA,NA
Mouse_IgG1,Granja_2019,MOPC-21,400185,NA,B,BioLegend,TRUE,NA,NA,NA
Mouse_IgG2a,Granja_2019,MOPC-173,400291,NA,B,BioLegend,TRUE,NA,NA,NA
Mouse_IgG2b,Granja_2019,MPC-11,400379,NA,B,BioLegend,TRUE,NA,NA,NA
Mouse.IgG1.iso,Wu_2021_b,MOPC-21,400199,0090,A,BioLegend,TRUE,N/A,NA,NA
Mouse.IgG2a.iso,Wu_2021_b,MOPC-173,400285,0091,A,BioLegend,TRUE,N/A,NA,NA
Nectin.2,Wu_2021_b,TX31,337417,0024,A,BioLegend,FALSE,AB_2749964,NA,NA
NeuN,Chung_2021,1B7,834502,NA,A,BioLegend,FALSE,NA,NA,NA
NKG2D,Kaufmann_2021,1D11,320802,NA,NA,BioLegend,FALSE,NA,B228271,NA
NKG2D,Wu_2021_b,1D11,320835,0165,A,BioLegend,FALSE,AB_2734298,NA,NA
NKP46,Wu_2021_b,900,331943,0101,A,BioLegend,FALSE,AB_2800875,NA,NA
NKp80,PomboAntunes_2021,5D12,346709,0923,A,BioLegend,FALSE,AB_2814274,NA,NA
NLRP2,Liu_2021,8F10B51,NA,1048,C,BioLegend,FALSE,NA,NA,NA
NLRP2,Su_2020,8F10B51,NA,1048,C,NA,FALSE,NA,NA,NA
NLRP2,Stephenson_2021,8F10B51,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
Notch 1,Hao_2021,MHN1-519,352109,0213,A,BioLegend,FALSE,AB_2783247,NA,NA
Notch 1,Mimitou_2021,MHN1-519,352109,0213,A,BioLegend,FALSE,NA,NA,NA
Notch 1,Qian_2020,MHN1-519,352109,0213,A,BioLegend,FALSE,NA,NA,NA
Notch 3,Hao_2021,MHN3-21,345411,0233,A,BioLegend,FALSE,AB_2783232,NA,NA
Notch 3,Mimitou_2021,MHN3-21,345411,0233,A,BioLegend,FALSE,NA,NA,NA
Notch 3,Qian_2020,MHN3-21,345411,0233,A,BioLegend,FALSE,NA,NA,NA
Notch1,PomboAntunes_2021,MHN1-519,352109,0213,A,BioLegend,FALSE,AB_2783247,NA,NA
Notch3,PomboAntunes_2021,MHN3-21,345411,0233,A,BioLegend,FALSE,AB_2783232,NA,NA
OX40,Wu_2021_b,BER-ACT35 (ACT35),350033,0158,A,BioLegend,FALSE,AB_2783245,NA,NA
Ox40 (CD134),Hao_2021,Ber-ACT35,NA,NA,C,BioLegend,FALSE,NA,NA,NA
Ox40 (CD134),Mimitou_2019,Ber-ACT35,NA,NA,NA,NA,FALSE,NA,NA,NA
OX40 (CD134),Trzupek_2020,ACT35,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
OX40 (CD134),Trzupek_2020,ACT35,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
p65,Chung_2021,Poly6226,622601,NA,A,BioLegend,FALSE,NA,NA,NA
pan-HLA class I,Vanuytsel_2020,W6/32,311445,0058,NA,BioLegend,FALSE,AB_2749976,NA,NA
PD-1,Granja_2019,EH12.2H7,329961,NA,B,BioLegend,FALSE,NA,NA,NA
PD-1,Stoeckius_2018,EH12.2H7,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
PD-1,10x29May2019,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
PD-1,10x7July2020,EH12.2H7,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD-1,10x19Nov2018,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
PD-1,10x24July2019,EH12.2H7,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD-1,10x19Nov2018-2,NA,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD-1,10x24July2019-2,EH12.2H7,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD-1 (CD279),Trzupek_2021,EH12.1,940015,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PD-1 (CD279),Hao_2021,NAT105,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD-1 (CD279),Mimitou_2019,NAT105,NA,NA,NA,NA,FALSE,NA,NA,NA
PD-1 (CD279),Trzupek_2020,EH12.1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PD-1 (CD279),Trzupek_2020,EH12.1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PD-L1,Papalexi_2021,MIH1,14-5983-82,NA,NA,eBioscience,FALSE,NA,NA,NA
PD-L1,Papalexi_2021,29E.2A3,329751,7,C,BioLegend,FALSE,AB_2800860,NA,NA
PD-L1,Hao_2021,29E.2A3,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD-L1,Mimitou_2019,29E.2A3,NA,NA,NA,NA,FALSE,NA,NA,NA
PD-L1 (CD274),Hao_2021,MIH1,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD-L1 (CD274),Mimitou_2019,MIH1,NA,NA,NA,NA,FALSE,NA,NA,NA
PD-L2,Papalexi_2021,24F.10C12,329602,NA,NA,BioLegend,FALSE,NA,NA,NA
PD-L2,Papalexi_2021,24F.10C12,329621,8,C,BioLegend,FALSE,AB_2800858,NA,NA
PD.L2,Wu_2021_b,24F.10C12,329619,0008,A,BioLegend,FALSE,AB_2734321,NA,NA
PD1,Wu_2021_b,EH12.2H7,329955,0088,A,BioLegend,FALSE,AB_2734322,NA,NA
PD1 (CD279),Hao_2021,EH12.2H7,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PD1 (CD279),Mimitou_2019,EH12.2H7,NA,NA,NA,NA,FALSE,NA,NA,NA
PDGFRa,Wu_2021_b,16A1,323509,0128,A,BioLegend,FALSE,AB_2750354,NA,NA
PDGFRb,Wu_2021_b,18A2,323609,0129,A,BioLegend,FALSE,AB_2783192,NA,NA
PDL1,Wu_2021_b,29E.2A3,329743,0007,A,BioLegend,FALSE,NA,NA,NA
PDL1 (CD274),Trzupek_2021,MIH1,940035,AHS0004,NA,BD Biosciences,FALSE,NA,NA,NA
PDL1 (CD274),Trzupek_2020,MIH1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PDL1 (CD274),Trzupek_2020,MIH1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PDL2 (CD273),Trzupek_2021,MIH18,940071,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PDL2 (CD273),Trzupek_2020,MIH18,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PDL2 (CD273),Trzupek_2020,MIH18,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
PECAM (CD31),Hao_2021,WM59,NA,NA,C,BioLegend,FALSE,NA,NA,NA
PECAM (CD31),Mimitou_2019,WM59,NA,NA,NA,NA,FALSE,NA,NA,NA
Podocalyxin,Liu_2021,mAb 84,374305,1051,C,BioLegend,FALSE,AB_2832734,NA,NA
Podocalyxin,Su_2020,mAb 84,374305,1051,C,NA,FALSE,NA,NA,NA
Podocalyxin,Stephenson_2021,mAb 84,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
Podoplanin,Hao_2021,NC-08,337019,0127,A,BioLegend,FALSE,AB_2749990,NA,NA
Podoplanin,Wu_2021_b,NC-08,337019,0127,A,BioLegend,FALSE,AB_2749990,NA,NA
Podoplanin,PomboAntunes_2021,NC-08,337019,0127,A,BioLegend,FALSE,AB_2749990,NA,NA
Podoplanin,Mimitou_2021,NC-08,337019,0127,A,BioLegend,FALSE,NA,NA,NA
Podoplanin,Qian_2020,NC-08,337019,0127,A,BioLegend,FALSE,NA,NA,NA
Podoplanin,Liu_2021,NC-08,337031,0127,C,BioLegend,FALSE,AB_2800895,NA,NA
Podoplanin,Su_2020,NC-08,337031,0127,C,NA,FALSE,NA,NA,NA
Podoplanin,Stephenson_2021,NC-08,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
PU.1,Chung_2021,7C2C34,681307,NA,A,BioLegend,FALSE,NA,NA,NA
PVR,Wu_2021_b,SKII.4,337623,0023,A,BioLegend,FALSE,AB_2749963,NA,NA
RANKL,Wu_2021_b,MIH24,347509,0356,A,BioLegend,FALSE,AB_2750377,NA,NA
Rat IgG1,Witkowski_2020,RTK2071,400459,0236,A,BioLegend,TRUE,N/A,B263610,NA
"Rat IgG1, kappa Isotype Control",Hao_2021,RTK2071,400459,0236,A,BioLegend,TRUE,N/A,NA,NA
"Rat IgG1, lambda Isotype Control",Hao_2021,G0114F7,401919,0237,A,BioLegend,TRUE,N/A,NA,NA
"Rat IgG1, κ isotype Ctrl",Mimitou_2021,RTK2071,400459,0236,A,BioLegend,TRUE,NA,NA,NA
"Rat IgG1, κ isotype Ctrl",Qian_2020,RTK2071,400459,0236,A,BioLegend,TRUE,NA,NA,NA
"Rat IgG1, κ isotype Ctrl",LeCoz_2021,RTK2071,400467,0236,C,BioLegend,TRUE,NA,NA,NA
"Rat IgG1, λ Isotype Ctrl",Mimitou_2021,G0114F7,401919,0237,A,BioLegend,TRUE,NA,NA,NA
